ID,Estimated Speedup,Function Name,Demangled Name,"Duration""""(6.62212e+08)","Runtime Improvement""""(2.17447e+08)",Compute Throughput,Memory Throughput,# Registers,Grid Size,Block Size
258,25.04,sm80_xmma_fprop_implicit_gemm_f16f16_f16f32_f32_nhwckrsc_nhwc_tilesize256x64x32_stage3_warpsize4x1x1_g1_tensor16x8x16_execute_kernel__5x_cudnn,sm80_xmma_fprop_implicit_gemm_f16f16_f16f32_f32_nhwckrsc_nhwc_tilesize256x64x32_stage3_warpsize4x1x1_g1_tensor16x8x16_execute_kernel__5x_cudnn,0.36,0.09,69.93,82.63,254,"    8,    6,    1","  128,    1,    1"
80,21.11,sm86_xmma_fprop_implicit_gemm_f16f16_f16f32_f32_nhwckrsc_nhwc_tilesize128x128x32_stage3_warpsize2x2x1_g1_tensor16x8x16_execute_kernel__5x_cudnn,sm86_xmma_fprop_implicit_gemm_f16f16_f16f32_f32_nhwckrsc_nhwc_tilesize128x128x32_stage3_warpsize2x2x1_g1_tensor16x8x16_execute_kernel__5x_cudnn,0.35,0.07,62.86,80.67,240,"    1,  172,    1","  128,    1,    1"
60,21.11,sm80_xmma_fprop_implicit_gemm_f16f16_f16f32_f32_nhwckrsc_nhwc_tilesize128x128x32_stage4_warpsize2x2x1_g1_tensor16x8x16_execute_kernel__5x_cudnn,sm80_xmma_fprop_implicit_gemm_f16f16_f16f32_f32_nhwckrsc_nhwc_tilesize128x128x32_stage4_warpsize2x2x1_g1_tensor16x8x16_execute_kernel__5x_cudnn,0.34,0.07,66.53,79.90,240,"    1,  172,    1","  128,    1,    1"
56,21.02,sm80_xmma_fprop_implicit_gemm_f16f16_f16f32_f32_nhwckrsc_nhwc_tilesize128x128x32_stage4_warpsize2x2x1_g1_tensor16x8x16_execute_kernel__5x_cudnn,sm80_xmma_fprop_implicit_gemm_f16f16_f16f32_f32_nhwckrsc_nhwc_tilesize128x128x32_stage4_warpsize2x2x1_g1_tensor16x8x16_execute_kernel__5x_cudnn,0.34,0.07,66.87,80.13,240,"    1,  172,    1","  128,    1,    1"
234,38.61,unrolled_elementwise_kernel,"..at::unrolled_elementwise_kernel..direct_copy_kernel_cuda..TensorIteratorBase &)::[lambda() (instance..operator..c10::Half..detail::Array<char..TrivialOffsetCalculator..unsigned..memory::LoadWithCast..StoreWithCast..T4, T5..",0.34,0.13,52.74,61.39,32," 2304,    1,    1","  128,    1,    1"
485,21.37,sm86_xmma_fprop_implicit_gemm_indexed_f16f16_f16f32_f32_nhwckrsc_nhwc_tilesize64x128x32_stage4_warpsize2x2x1_g1_tensor16x8x16_execute_kernel__5x_cudnn,sm86_xmma_fprop_implicit_gemm_indexed_f16f16_f16f32_f32_nhwckrsc_nhwc_tilesize64x128x32_stage4_warpsize2x2x1_g1_tensor16x8x16_execute_kernel__5x_cudnn,0.34,0.07,48.77,82.98,160,"    8,    6,    1","  128,    1,    1"
488,21.24,sm86_xmma_fprop_implicit_gemm_indexed_f16f16_f16f32_f32_nhwckrsc_nhwc_tilesize64x128x32_stage4_warpsize2x2x1_g1_tensor16x8x16_execute_kernel__5x_cudnn,sm86_xmma_fprop_implicit_gemm_indexed_f16f16_f16f32_f32_nhwckrsc_nhwc_tilesize64x128x32_stage4_warpsize2x2x1_g1_tensor16x8x16_execute_kernel__5x_cudnn,0.34,0.07,48.50,82.21,160,"    8,    6,    1","  128,    1,    1"
579,53.06,Kernel,void cutlass__5x_cudnn::Kernel<cutlass_tensorop_f16_s16816dgrad_optimized_f16_128x128_32x3_nhwc_align8>(T1::Params),0.34,0.18,75.32,75.32,255,"   12,    4,    1","  128,    1,    1"
583,51.22,Kernel,void cutlass__5x_cudnn::Kernel<cutlass_tensorop_f16_s16816dgrad_optimized_f16_128x128_32x3_nhwc_align8>(T1::Params),0.33,0.17,72.55,71.62,255,"   12,    4,    1","  128,    1,    1"
280,23.17,sm80_xmma_fprop_implicit_gemm_f16f16_f16f32_f32_nhwckrsc_nhwc_tilesize128x128x32_stage4_warpsize2x2x1_g1_tensor16x8x16_execute_kernel__5x_cudnn,sm80_xmma_fprop_implicit_gemm_f16f16_f16f32_f32_nhwckrsc_nhwc_tilesize128x128x32_stage4_warpsize2x2x1_g1_tensor16x8x16_execute_kernel__5x_cudnn,0.33,0.08,71.41,76.83,240,"    4,   11,    1","  128,    1,    1"
284,23.78,sm80_xmma_fprop_implicit_gemm_f16f16_f16f32_f32_nhwckrsc_nhwc_tilesize128x128x32_stage4_warpsize2x2x1_g1_tensor16x8x16_execute_kernel__5x_cudnn,sm80_xmma_fprop_implicit_gemm_f16f16_f16f32_f32_nhwckrsc_nhwc_tilesize128x128x32_stage4_warpsize2x2x1_g1_tensor16x8x16_execute_kernel__5x_cudnn,0.33,0.08,71.45,76.22,240,"    4,   11,    1","  128,    1,    1"
849,42.19,elementwise_kernel,"void at::elementwise_kernel<128, 4, void at::gpu_kernel_impl_nocast<at::CUDAFunctor_add<c10::Half>>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)",0.33,0.14,57.39,34.89,16," 5500,    1,    1","  128,    1,    1"
140,41.88,elementwise_kernel,"void at::elementwise_kernel<128, 4, void at::gpu_kernel_impl_nocast<at::CUDAFunctor_add<c10::Half>>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)",0.33,0.14,56.78,35.09,16," 5500,    1,    1","  128,    1,    1"
476,22.06,sm86_xmma_fprop_implicit_gemm_f16f16_f16f32_f32_nhwckrsc_nhwc_tilesize128x64x32_stage4_warpsize2x2x1_g1_tensor16x8x16_execute_kernel__5x_cudnn,sm86_xmma_fprop_implicit_gemm_f16f16_f16f32_f32_nhwckrsc_nhwc_tilesize128x64x32_stage4_warpsize2x2x1_g1_tensor16x8x16_execute_kernel__5x_cudnn,0.33,0.07,50.06,85.22,162,"   16,    3,    1","  128,    1,    1"
238,24.12,sm86_xmma_fprop_implicit_gemm_f16f16_f16f32_f32_nhwckrsc_nhwc_tilesize128x128x32_stage3_warpsize2x2x1_g1_tensor16x8x16_t1r3s3_execute_kernel__5x_cudnn,sm86_xmma_fprop_implicit_gemm_f16f16_f16f32_f32_nhwckrsc_nhwc_tilesize128x128x32_stage3_warpsize2x2x1_g1_tensor16x8x16_t1r3s3_execute_kernel__5x_cudnn,0.33,0.08,73.11,76.95,238,"    4,   11,    1","  128,    1,    1"
242,22.40,sm86_xmma_fprop_implicit_gemm_f16f16_f16f32_f32_nhwckrsc_nhwc_tilesize128x128x32_stage3_warpsize2x2x1_g1_tensor16x8x16_t1r3s3_execute_kernel__5x_cudnn,sm86_xmma_fprop_implicit_gemm_f16f16_f16f32_f32_nhwckrsc_nhwc_tilesize128x128x32_stage3_warpsize2x2x1_g1_tensor16x8x16_t1r3s3_execute_kernel__5x_cudnn,0.32,0.07,72.92,77.60,238,"    4,   11,    1","  128,    1,    1"
703,15.41,nchwToFoldedNhwcKernel,"void nchwToFoldedNhwcKernel<__half, __half, float, 1, 0>(int, int, int, int, const T1 *, T2 *, int, int, int, int, int, int, int, int, int, int, T3, T3, cudnn::reduced_divisor, cudnn::reduced_divisor, cudnn::reduced_divisor..",0.32,0.05,81.27,30.90,38,"    1,    8,  512","   32,    8,    1"
715,15.43,nchwToFoldedNhwcKernel,"void nchwToFoldedNhwcKernel<__half, __half, float, 1, 0>(int, int, int, int, const T1 *, T2 *, int, int, int, int, int, int, int, int, int, int, T3, T3, cudnn::reduced_divisor, cudnn::reduced_divisor, cudnn::reduced_divisor..",0.32,0.05,80.44,30.93,38,"    1,    8,  512","   32,    8,    1"
699,15.57,nchwToFoldedNhwcKernel,"void nchwToFoldedNhwcKernel<__half, __half, float, 1, 0>(int, int, int, int, const T1 *, T2 *, int, int, int, int, int, int, int, int, int, int, T3, T3, cudnn::reduced_divisor, cudnn::reduced_divisor, cudnn::reduced_divisor..",0.32,0.05,81.13,31.55,38,"    1,    8,  512","   32,    8,    1"
719,15.41,nchwToFoldedNhwcKernel,"void nchwToFoldedNhwcKernel<__half, __half, float, 1, 0>(int, int, int, int, const T1 *, T2 *, int, int, int, int, int, int, int, int, int, int, T3, T3, cudnn::reduced_divisor, cudnn::reduced_divisor, cudnn::reduced_divisor..",0.32,0.05,80.26,31.09,38,"    1,    8,  512","   32,    8,    1"
675,13.58,nchwToFoldedNhwcKernel,"void nchwToFoldedNhwcKernel<__half, __half, float, 1, 0>(int, int, int, int, const T1 *, T2 *, int, int, int, int, int, int, int, int, int, int, T3, T3, cudnn::reduced_divisor, cudnn::reduced_divisor, cudnn::reduced_divisor..",0.32,0.04,80.38,31.03,38,"    1,    8,  512","   32,    8,    1"
679,15.42,nchwToFoldedNhwcKernel,"void nchwToFoldedNhwcKernel<__half, __half, float, 1, 0>(int, int, int, int, const T1 *, T2 *, int, int, int, int, int, int, int, int, int, int, T3, T3, cudnn::reduced_divisor, cudnn::reduced_divisor, cudnn::reduced_divisor..",0.32,0.05,80.46,31.07,38,"    1,    8,  512","   32,    8,    1"
250,53.28,Kernel,void cutlass__5x_cudnn::Kernel<cutlass_tensorop_f16_s16816fprop_optimized_f16_128x128_32x3_nhwc_align8>(T1::Params),0.31,0.17,76.94,68.75,238,"   44,    1,    1","  128,    1,    1"
246,51.21,Kernel,void cutlass__5x_cudnn::Kernel<cutlass_tensorop_f16_s16816fprop_optimized_f16_128x128_32x3_nhwc_align8>(T1::Params),0.30,0.16,77.24,77.76,238,"   44,    1,    1","  128,    1,    1"
320,54.10,Kernel,void cutlass__5x_cudnn::Kernel<cutlass_tensorop_f16_s16816fprop_optimized_f16_128x128_32x3_nhwc_align8>(T1::Params),0.30,0.16,77.55,77.44,238,"   44,    1,    1","  128,    1,    1"
142,57.22,bn_fw_inf_1C11_kernel_NCHW,"void cudnn::bn_fw_inf_1C11_kernel_NCHW<__half, float, 1, 1>(T2, T2, cudnnTensorStruct, const T1 *, cudnnTensorStruct, T1 *, cudnnTensorStruct, const T2 *, const T2 *, const T2 *, const T2 *, T2)",0.30,0.17,32.44,41.07,20,"  128,    1,    1","  512,    1,    1"
851,51.86,bn_fw_inf_1C11_kernel_NCHW,"void cudnn::bn_fw_inf_1C11_kernel_NCHW<__half, float, 1, 1>(T2, T2, cudnnTensorStruct, const T1 *, cudnnTensorStruct, T1 *, cudnnTensorStruct, const T2 *, const T2 *, const T2 *, const T2 *, T2)",0.29,0.15,35.33,41.33,20,"  128,    1,    1","  512,    1,    1"
633,47.50,unrolled_elementwise_kernel,"..at::unrolled_elementwise_kernel..direct_copy_kernel_cuda..TensorIteratorBase &)::[lambda() (instance..operator..c10::Half..detail::Array<char..TrivialOffsetCalculator..unsigned..memory::LoadWithCast..StoreWithCast..T4, T5..",0.29,0.14,51.75,43.66,32," 4096,    1,    1","  128,    1,    1"
1,45.54,unrolled_elementwise_kernel,"..at::unrolled_elementwise_kernel..direct_copy_kernel_cuda..TensorIteratorBase &)::[lambda() (instance..operator..c10::Half..detail::Array<char..TrivialOffsetCalculator..unsigned..memory::LoadWithCast..StoreWithCast..T4, T5..",0.29,0.13,53.96,43.92,32," 4121,    1,    1","  128,    1,    1"
852,40.85,vectorized_elementwise_kernel,"void at::vectorized_elementwise_kernel<4, at::CUDAFunctor_add<c10::Half>, detail::Array<char *, 3>>(int, T2, T3)",0.27,0.11,20.16,59.15,22," 5500,    1,    1","  128,    1,    1"
152,19.28,nhwcToNchwKernel,"void engines_precompiled::nhwcToNchwKernel<__half, __half, float, 1, 0, 0>(engines_precompiled::nhwc2nchw_params_t<T3>, const T1 *, T2 *)",0.26,0.05,43.62,91.53,40,"  172,    8,    1","  256,    1,    1"
176,24.05,nhwcToNchwKernel,"void engines_precompiled::nhwcToNchwKernel<__half, __half, float, 1, 0, 0>(engines_precompiled::nhwc2nchw_params_t<T3>, const T1 *, T2 *)",0.26,0.06,43.36,91.71,40,"  172,    8,    1","  256,    1,    1"
212,23.98,nhwcToNchwKernel,"void engines_precompiled::nhwcToNchwKernel<__half, __half, float, 1, 0, 0>(engines_precompiled::nhwc2nchw_params_t<T3>, const T1 *, T2 *)",0.26,0.06,43.34,91.74,40,"  172,    8,    1","  256,    1,    1"
180,24.01,nhwcToNchwKernel,"void engines_precompiled::nhwcToNchwKernel<__half, __half, float, 1, 0, 0>(engines_precompiled::nhwc2nchw_params_t<T3>, const T1 *, T2 *)",0.26,0.06,43.41,91.85,40,"  172,    8,    1","  256,    1,    1"
196,23.99,nhwcToNchwKernel,"void engines_precompiled::nhwcToNchwKernel<__half, __half, float, 1, 0, 0>(engines_precompiled::nhwc2nchw_params_t<T3>, const T1 *, T2 *)",0.25,0.06,43.47,91.94,40,"  172,    8,    1","  256,    1,    1"
192,24.12,nhwcToNchwKernel,"void engines_precompiled::nhwcToNchwKernel<__half, __half, float, 1, 0, 0>(engines_precompiled::nhwc2nchw_params_t<T3>, const T1 *, T2 *)",0.25,0.06,43.44,92.08,40,"  172,    8,    1","  256,    1,    1"
208,24.14,nhwcToNchwKernel,"void engines_precompiled::nhwcToNchwKernel<__half, __half, float, 1, 0, 0>(engines_precompiled::nhwc2nchw_params_t<T3>, const T1 *, T2 *)",0.25,0.06,43.29,92.14,40,"  172,    8,    1","  256,    1,    1"
726,24.29,nhwcToNchwKernel,"void engines_precompiled::nhwcToNchwKernel<__half, __half, float, 1, 0, 0>(engines_precompiled::nhwc2nchw_params_t<T3>, const T1 *, T2 *)",0.25,0.06,43.36,92.12,40,"  172,    8,    1","  256,    1,    1"
226,24.17,nhwcToNchwKernel,"void engines_precompiled::nhwcToNchwKernel<__half, __half, float, 1, 0, 0>(engines_precompiled::nhwc2nchw_params_t<T3>, const T1 *, T2 *)",0.25,0.06,43.31,92.28,40,"  172,    8,    1","  256,    1,    1"
687,20.11,nchwToNhwcKernel,"void engines_precompiled::nchwToNhwcKernel<__half, __half, float, 0, 1, 0>(engines_precompiled::nchw2nhwc_params_t<T3>, const T1 *, T2 *)",0.25,0.05,74.07,40.18,38,"    1,    8,  512","  256,    1,    1"
635,20.09,nchwToNhwcKernel,"void engines_precompiled::nchwToNhwcKernel<__half, __half, float, 0, 1, 0>(engines_precompiled::nchw2nhwc_params_t<T3>, const T1 *, T2 *)",0.25,0.05,73.99,40.14,38,"    1,    8,  512","  256,    1,    1"
695,20.09,nchwToNhwcKernel,"void engines_precompiled::nchwToNhwcKernel<__half, __half, float, 0, 1, 0>(engines_precompiled::nchw2nhwc_params_t<T3>, const T1 *, T2 *)",0.25,0.05,73.99,40.14,38,"    1,    8,  512","  256,    1,    1"
655,20.22,nchwToNhwcKernel,"void engines_precompiled::nchwToNhwcKernel<__half, __half, float, 0, 1, 0>(engines_precompiled::nchw2nhwc_params_t<T3>, const T1 *, T2 *)",0.25,0.05,74.46,40.39,38,"    1,    8,  512","  256,    1,    1"
654,24.78,nhwcToNchwKernel,"void engines_precompiled::nhwcToNchwKernel<__half, __half, float, 1, 0, 0>(engines_precompiled::nhwc2nchw_params_t<T3>, const T1 *, T2 *)",0.25,0.06,43.35,94.62,40,"  172,    8,    1","  256,    1,    1"
723,20.18,nchwToNhwcKernel,"void engines_precompiled::nchwToNhwcKernel<__half, __half, float, 0, 1, 0>(engines_precompiled::nchw2nhwc_params_t<T3>, const T1 *, T2 *)",0.25,0.05,74.32,40.34,38,"    1,    8,  512","  256,    1,    1"
520,138.86,Kernel2,void cutlass::Kernel2<cutlass_80_tensorop_f16_s16816gemm_f16_128x128_32x4_nn_align2>(T1::Params),0.24,0.34,34.71,109.37,220,"   32,    1,    1","  128,    1,    1"
846,24.25,nchwToNhwcKernel,"void engines_precompiled::nchwToNhwcKernel<__half, __half, float, 0, 1, 0>(engines_precompiled::nchw2nhwc_params_t<T3>, const T1 *, T2 *)",0.24,0.06,46.34,75.75,38,"  172,    8,    1","  256,    1,    1"
758,23.99,nchwToNhwcKernel,"void engines_precompiled::nchwToNhwcKernel<__half, __half, float, 0, 1, 0>(engines_precompiled::nchw2nhwc_params_t<T3>, const T1 *, T2 *)",0.24,0.06,45.85,76.01,38,"  172,    8,    1","  256,    1,    1"
838,24.08,nchwToNhwcKernel,"void engines_precompiled::nchwToNhwcKernel<__half, __half, float, 0, 1, 0>(engines_precompiled::nchw2nhwc_params_t<T3>, const T1 *, T2 *)",0.24,0.06,45.77,75.92,38,"  172,    8,    1","  256,    1,    1"
318,23.77,nchwToNhwcKernel,"void engines_precompiled::nchwToNhwcKernel<__half, __half, float, 0, 1, 0>(engines_precompiled::nchw2nhwc_params_t<T3>, const T1 *, T2 *)",0.23,0.06,45.64,76.23,38,"  172,    8,    1","  256,    1,    1"
830,23.18,nchwToNhwcKernel,"void engines_precompiled::nchwToNhwcKernel<__half, __half, float, 0, 1, 0>(engines_precompiled::nchw2nhwc_params_t<T3>, const T1 *, T2 *)",0.23,0.05,45.56,76.82,38,"  172,    8,    1","  256,    1,    1"
738,23.21,nchwToNhwcKernel,"void engines_precompiled::nchwToNhwcKernel<__half, __half, float, 0, 1, 0>(engines_precompiled::nchw2nhwc_params_t<T3>, const T1 *, T2 *)",0.23,0.05,45.85,76.79,38,"  172,    8,    1","  256,    1,    1"
244,22.62,nchwToNhwcKernel,"void engines_precompiled::nchwToNhwcKernel<__half, __half, float, 0, 1, 0>(engines_precompiled::nchw2nhwc_params_t<T3>, const T1 *, T2 *)",0.23,0.05,46.27,77.38,38,"  172,    8,    1","  256,    1,    1"
264,22.54,nchwToNhwcKernel,"void engines_precompiled::nchwToNhwcKernel<__half, __half, float, 0, 1, 0>(engines_precompiled::nchw2nhwc_params_t<T3>, const T1 *, T2 *)",0.23,0.05,46.11,77.46,38,"  172,    8,    1","  256,    1,    1"
268,22.78,nchwToNhwcKernel,"void engines_precompiled::nchwToNhwcKernel<__half, __half, float, 0, 1, 0>(engines_precompiled::nchw2nhwc_params_t<T3>, const T1 *, T2 *)",0.23,0.05,45.98,77.22,38,"  172,    8,    1","  256,    1,    1"
286,21.76,nchwToNhwcKernel,"void engines_precompiled::nchwToNhwcKernel<__half, __half, float, 0, 1, 0>(engines_precompiled::nchw2nhwc_params_t<T3>, const T1 *, T2 *)",0.23,0.05,46.05,78.24,38,"  172,    8,    1","  256,    1,    1"
298,22.47,nchwToNhwcKernel,"void engines_precompiled::nchwToNhwcKernel<__half, __half, float, 0, 1, 0>(engines_precompiled::nchw2nhwc_params_t<T3>, const T1 *, T2 *)",0.23,0.05,45.97,77.53,38,"  172,    8,    1","  256,    1,    1"
252,21.91,nchwToNhwcKernel,"void engines_precompiled::nchwToNhwcKernel<__half, __half, float, 0, 1, 0>(engines_precompiled::nchw2nhwc_params_t<T3>, const T1 *, T2 *)",0.23,0.05,46.15,78.09,38,"  172,    8,    1","  256,    1,    1"
240,21.76,nchwToNhwcKernel,"void engines_precompiled::nchwToNhwcKernel<__half, __half, float, 0, 1, 0>(engines_precompiled::nchw2nhwc_params_t<T3>, const T1 *, T2 *)",0.23,0.05,46.19,78.24,38,"  172,    8,    1","  256,    1,    1"
856,46.04,nchwToNhwcKernel,"void engines_precompiled::nchwToNhwcKernel<__half, __half, float, 0, 1, 0>(engines_precompiled::nchw2nhwc_params_t<T3>, const T1 *, T2 *)",0.23,0.11,48.10,53.96,38,"  688,    4,    1","  256,    1,    1"
241,27.97,nchwToNhwcKernel,"void engines_precompiled::nchwToNhwcKernel<__half, __half, float, 0, 1, 0>(engines_precompiled::nchw2nhwc_params_t<T3>, const T1 *, T2 *)",0.23,0.06,76.63,41.06,38,"    1,    8,  512","  256,    1,    1"
880,45.67,nchwToNhwcKernel,"void engines_precompiled::nchwToNhwcKernel<__half, __half, float, 0, 1, 0>(engines_precompiled::nchw2nhwc_params_t<T3>, const T1 *, T2 *)",0.23,0.10,48.26,54.33,38,"  688,    4,    1","  256,    1,    1"
279,28.05,nchwToNhwcKernel,"void engines_precompiled::nchwToNhwcKernel<__half, __half, float, 0, 1, 0>(engines_precompiled::nchw2nhwc_params_t<T3>, const T1 *, T2 *)",0.23,0.06,76.82,41.16,38,"    1,    8,  512","  256,    1,    1"
291,28.02,nchwToNhwcKernel,"void engines_precompiled::nchwToNhwcKernel<__half, __half, float, 0, 1, 0>(engines_precompiled::nchw2nhwc_params_t<T3>, const T1 *, T2 *)",0.23,0.06,76.77,41.13,38,"    1,    8,  512","  256,    1,    1"
237,27.99,nchwToNhwcKernel,"void engines_precompiled::nchwToNhwcKernel<__half, __half, float, 0, 1, 0>(engines_precompiled::nchw2nhwc_params_t<T3>, const T1 *, T2 *)",0.23,0.06,76.67,41.09,38,"    1,    8,  512","  256,    1,    1"
283,28.71,nchwToNhwcKernel,"void engines_precompiled::nchwToNhwcKernel<__half, __half, float, 0, 1, 0>(engines_precompiled::nchw2nhwc_params_t<T3>, const T1 *, T2 *)",0.23,0.06,78.65,42.15,38,"    1,    8,  512","  256,    1,    1"
269,27.94,nchwToNhwcKernel,"void engines_precompiled::nchwToNhwcKernel<__half, __half, float, 0, 1, 0>(engines_precompiled::nchw2nhwc_params_t<T3>, const T1 *, T2 *)",0.23,0.06,76.53,41.02,38,"    1,    8,  512","  256,    1,    1"
307,27.99,nchwToNhwcKernel,"void engines_precompiled::nchwToNhwcKernel<__half, __half, float, 0, 1, 0>(engines_precompiled::nchw2nhwc_params_t<T3>, const T1 *, T2 *)",0.23,0.06,76.66,41.07,38,"    1,    8,  512","  256,    1,    1"
295,28.08,nchwToNhwcKernel,"void engines_precompiled::nchwToNhwcKernel<__half, __half, float, 0, 1, 0>(engines_precompiled::nchw2nhwc_params_t<T3>, const T1 *, T2 *)",0.23,0.06,76.93,41.23,38,"    1,    8,  512","  256,    1,    1"
257,28.03,nchwToNhwcKernel,"void engines_precompiled::nchwToNhwcKernel<__half, __half, float, 0, 1, 0>(engines_precompiled::nchw2nhwc_params_t<T3>, const T1 *, T2 *)",0.23,0.06,76.79,41.15,38,"    1,    8,  512","  256,    1,    1"
253,27.93,nchwToNhwcKernel,"void engines_precompiled::nchwToNhwcKernel<__half, __half, float, 0, 1, 0>(engines_precompiled::nchw2nhwc_params_t<T3>, const T1 *, T2 *)",0.23,0.06,76.49,41.02,38,"    1,    8,  512","  256,    1,    1"
265,27.94,nchwToNhwcKernel,"void engines_precompiled::nchwToNhwcKernel<__half, __half, float, 0, 1, 0>(engines_precompiled::nchw2nhwc_params_t<T3>, const T1 *, T2 *)",0.22,0.06,76.52,41.01,38,"    1,    8,  512","  256,    1,    1"
287,27.93,nchwToNhwcKernel,"void engines_precompiled::nchwToNhwcKernel<__half, __half, float, 0, 1, 0>(engines_precompiled::nchw2nhwc_params_t<T3>, const T1 *, T2 *)",0.22,0.06,76.51,41.01,38,"    1,    8,  512","  256,    1,    1"
173,44.31,nchwToNhwcKernel,"void engines_precompiled::nchwToNhwcKernel<__half, __half, float, 0, 1, 0>(engines_precompiled::nchw2nhwc_params_t<T3>, const T1 *, T2 *)",0.22,0.10,49.77,55.69,38,"  688,    4,    1","  256,    1,    1"
227,55.94,nchwToNhwcKernel,"void engines_precompiled::nchwToNhwcKernel<__half, __half, float, 0, 1, 0>(engines_precompiled::nchw2nhwc_params_t<T3>, const T1 *, T2 *)",0.22,0.12,49.73,55.78,38,"  688,    4,    1","  256,    1,    1"
165,46.81,nchwToNhwcKernel,"void engines_precompiled::nchwToNhwcKernel<__half, __half, float, 0, 1, 0>(engines_precompiled::nchw2nhwc_params_t<T3>, const T1 *, T2 *)",0.22,0.10,49.74,53.19,38,"  688,    4,    1","  256,    1,    1"
185,44.23,nchwToNhwcKernel,"void engines_precompiled::nchwToNhwcKernel<__half, __half, float, 0, 1, 0>(engines_precompiled::nchw2nhwc_params_t<T3>, const T1 *, T2 *)",0.22,0.10,49.67,55.77,38,"  688,    4,    1","  256,    1,    1"
217,44.19,nchwToNhwcKernel,"void engines_precompiled::nchwToNhwcKernel<__half, __half, float, 0, 1, 0>(engines_precompiled::nchw2nhwc_params_t<T3>, const T1 *, T2 *)",0.22,0.10,49.70,55.81,38,"  688,    4,    1","  256,    1,    1"
181,44.16,nchwToNhwcKernel,"void engines_precompiled::nchwToNhwcKernel<__half, __half, float, 0, 1, 0>(engines_precompiled::nchw2nhwc_params_t<T3>, const T1 *, T2 *)",0.22,0.10,49.81,55.84,38,"  688,    4,    1","  256,    1,    1"
201,43.84,nchwToNhwcKernel,"void engines_precompiled::nchwToNhwcKernel<__half, __half, float, 0, 1, 0>(engines_precompiled::nchw2nhwc_params_t<T3>, const T1 *, T2 *)",0.22,0.10,49.75,56.16,38,"  688,    4,    1","  256,    1,    1"
149,43.84,nchwToNhwcKernel,"void engines_precompiled::nchwToNhwcKernel<__half, __half, float, 0, 1, 0>(engines_precompiled::nchw2nhwc_params_t<T3>, const T1 *, T2 *)",0.22,0.10,49.58,56.16,38,"  688,    4,    1","  256,    1,    1"
928,35.15,nchwToNhwcKernel,"void engines_precompiled::nchwToNhwcKernel<__half, __half, float, 0, 1, 0>(engines_precompiled::nchw2nhwc_params_t<T3>, const T1 *, T2 *)",0.22,0.08,48.42,56.12,38,"  688,    4,    1","  256,    1,    1"
936,44.76,nchwToNhwcKernel,"void engines_precompiled::nchwToNhwcKernel<__half, __half, float, 0, 1, 0>(engines_precompiled::nchw2nhwc_params_t<T3>, const T1 *, T2 *)",0.22,0.10,49.66,55.24,38,"  688,    4,    1","  256,    1,    1"
157,19.60,nchwToNhwcKernel,"void engines_precompiled::nchwToNhwcKernel<__half, __half, float, 0, 1, 0>(engines_precompiled::nchw2nhwc_params_t<T3>, const T1 *, T2 *)",0.22,0.04,49.67,56.21,38,"  688,    4,    1","  256,    1,    1"
161,43.62,nchwToNhwcKernel,"void engines_precompiled::nchwToNhwcKernel<__half, __half, float, 0, 1, 0>(engines_precompiled::nchw2nhwc_params_t<T3>, const T1 *, T2 *)",0.22,0.10,49.85,56.38,38,"  688,    4,    1","  256,    1,    1"
908,35.04,nchwToNhwcKernel,"void engines_precompiled::nchwToNhwcKernel<__half, __half, float, 0, 1, 0>(engines_precompiled::nchw2nhwc_params_t<T3>, const T1 *, T2 *)",0.22,0.08,48.50,56.34,38,"  688,    4,    1","  256,    1,    1"
900,43.58,nchwToNhwcKernel,"void engines_precompiled::nchwToNhwcKernel<__half, __half, float, 0, 1, 0>(engines_precompiled::nchw2nhwc_params_t<T3>, const T1 *, T2 *)",0.22,0.10,49.64,56.42,38,"  688,    4,    1","  256,    1,    1"
209,43.54,nchwToNhwcKernel,"void engines_precompiled::nchwToNhwcKernel<__half, __half, float, 0, 1, 0>(engines_precompiled::nchw2nhwc_params_t<T3>, const T1 *, T2 *)",0.22,0.10,49.74,56.46,38,"  688,    4,    1","  256,    1,    1"
177,33.95,nchwToNhwcKernel,"void engines_precompiled::nchwToNhwcKernel<__half, __half, float, 0, 1, 0>(engines_precompiled::nchw2nhwc_params_t<T3>, const T1 *, T2 *)",0.22,0.07,49.70,56.46,38,"  688,    4,    1","  256,    1,    1"
278,22.29,nchwToNhwcKernel,"void engines_precompiled::nchwToNhwcKernel<__half, __half, float, 0, 1, 0>(engines_precompiled::nchw2nhwc_params_t<T3>, const T1 *, T2 *)",0.22,0.05,46.03,82.62,38,"  172,    8,    1","  256,    1,    1"
213,43.50,nchwToNhwcKernel,"void engines_precompiled::nchwToNhwcKernel<__half, __half, float, 0, 1, 0>(engines_precompiled::nchw2nhwc_params_t<T3>, const T1 *, T2 *)",0.22,0.09,49.74,56.50,38,"  688,    4,    1","  256,    1,    1"
864,43.44,nchwToNhwcKernel,"void engines_precompiled::nchwToNhwcKernel<__half, __half, float, 0, 1, 0>(engines_precompiled::nchw2nhwc_params_t<T3>, const T1 *, T2 *)",0.22,0.09,49.72,56.56,38,"  688,    4,    1","  256,    1,    1"
